Visa	4716781935712310	754	16-Jun
Visa	4556660272032400	475	15-Apr
MasterCard	5179597014441430	422	16-Sep
MasterCard	5162157394938700	916	18-Nov
MasterCard	5588160166656060	99	18-Oct
MasterCard	5404282773872840	936	19-Dec
MasterCard	5101855900819540	221	17-Nov
Visa	4485255961366140	330	17-Apr
MasterCard	5348714181070580	289	16-Jun
MasterCard	5243493101753500	51	19-May
Visa	4916179701302650	142	18-Dec
MasterCard	5159703963280070	835	15-Nov
Visa	4485834849045160	220	16-Jul
Visa	4485110503805250	212	19-Jul
Visa	4532074402566920	291	16-Aug
MasterCard	5300066813506340	10	19-Sep
Visa	4929379216676100	470	17-Jun
Visa	4556799176010170	166	19-May
MasterCard	5219980766259650	929	16-Dec
Visa	4916937290230840	770	18-Apr
MasterCard	5121154160945680	382	18-Apr
MasterCard	5467686258735940	351	17-Oct
MasterCard	5556516418719700	177	17-Mar
Visa	4716462543393280	44	16-Feb
Visa	4485032233653450	51	19-Feb
MasterCard	5487131515610680	166	19-Sep
MasterCard	5187827512156540	438	16-Feb
MasterCard	5533044393683970	742	16-Jan
Visa	4556271906434410	662	16-Dec
MasterCard	5106546222304220	725	16-Jan
MasterCard	5590721303602680	97	19-Aug
Visa	4716339885025100	972	15-Jan
Visa	4556354897534960	369	17-Sep
MasterCard	5518629988329560	347	16-Jan
Visa	4539238451559660	146	17-Nov
Visa	4532792359040840	547	15-Dec
MasterCard	5318047625889970	111	16-Sep
Visa	4716290474349800	940	18-Nov
Visa	4929141107912070	856	15-Nov
Visa	4485869235963190	516	15-Feb
Visa	4716860393118300	885	17-Nov
MasterCard	5346186573120200	628	16-Sep
Visa	4556322990311160	742	15-Aug
Visa	4556625606157720	577	19-Sep
Visa	4716247852995110	273	18-Oct
Visa	4716251247958390	117	16-Aug
MasterCard	5159615182260730	512	18-Jul
MasterCard	5527590828868330	780	15-Nov
Visa	4485840828773160	546	16-May
MasterCard	5362410163207770	253	19-Mar
Visa	4916068320263700	739	17-Mar
MasterCard	5343761793073740	944	17-Jan
MasterCard	5292864122537830	180	19-Mar
MasterCard	5301614444860100	133	15-Apr
MasterCard	5417253788435610	742	16-Dec
MasterCard	5584939431870160	882	17-Aug
Visa	4716005131374630	698	17-Dec
MasterCard	5564453582401850	113	17-Jul
MasterCard	5254277433375400	351	16-Mar
MasterCard	5179741577769990	820	18-Jan
Visa	4716598950511990	222	19-Nov
MasterCard	5129619165090510	963	18-Sep
Visa	4485354229155890	222	15-Mar
MasterCard	5547051068205150	101	16-Oct
MasterCard	5346527228722300	948	18-Jul
MasterCard	5207515724990150	25	19-Mar
Visa	4485001234304900	814	16-Mar
Visa	4539943031719210	852	17-Aug
MasterCard	5138940158995530	714	15-May
Visa	4916088659912110	8	17-Oct
MasterCard	5386436508823630	686	17-Sep
MasterCard	5126027481373020	650	17-Oct
MasterCard	5282639521989250	164	19-Aug
MasterCard	5535863416932830	900	19-Feb
MasterCard	5264176233929090	308	16-Aug
Visa	4485799621499440	324	19-Sep
Visa	4532001036980660	794	18-Sep
MasterCard	5378362037974330	367	17-May
Visa	4716188849169230	186	17-Aug
Visa	4539914980103770	957	18-Feb
MasterCard	5248437593574320	810	16-Feb
Visa	4716999334519230	876	16-May
MasterCard	5288092121252390	63	16-Oct
MasterCard	5510461625977430	251	15-May
MasterCard	5578571245009690	80	16-Aug
Visa	4929200278363690	742	16-Apr
MasterCard	5440033637653640	33	16-Nov
MasterCard	5287305449663470	260	19-Oct
MasterCard	5145837992655980	209	17-Sep
MasterCard	5444904355397820	172	15-Aug
Visa	4485673192163700	561	19-Nov
Visa	4716318743861070	188	18-Mar
Visa	4485462315526170	345	18-Nov
MasterCard	5411346619610360	232	17-Aug
Visa	4539937221764640	495	19-Jul
Visa	4556915640404060	384	15-Apr
Visa	4485768891246800	520	18-Mar
Visa	4556644525662530	409	19-Apr
Visa	4716427998559270	640	18-Nov
MasterCard	5251600330640830	493	17-May
Visa	4929828640625450	394	18-Dec
Visa	4539672999121800	404	19-Nov
Visa	4539728318784820	815	16-Jun
Visa	4556660358410950	101	18-Jul
MasterCard	5520162180044170	444	19-Jan
Visa	4929126079462360	334	19-Jun
Visa	4916899173961060	322	16-Nov
Visa	4916278567808050	622	19-Apr
MasterCard	5556769821474920	120	19-Nov
MasterCard	5244544389940330	671	19-Nov
Visa	4916297656353900	358	15-Nov
Visa	4916266538725040	374	17-Aug
MasterCard	5299397433522320	897	18-Feb
MasterCard	5229813786452540	63	17-Jul
MasterCard	5211580817911560	777	19-Jan
Visa	4929032363949670	738	16-Jan
Visa	4556703584266240	669	15-Jan
MasterCard	5137047917280950	326	15-Feb
Visa	4556875409968930	871	19-Jun
MasterCard	5518533265500610	265	19-Aug
Visa	4532285943818220	907	18-Nov
Visa	4485141089340410	946	18-Nov
MasterCard	5405517359442510	813	19-Jul
Visa	4485798776656240	813	15-Jun
Visa	4556205806057550	979	17-Mar
Visa	4556696572856130	921	17-Feb
Visa	4916994075952610	397	15-Dec
Visa	4539889031651650	209	17-Nov
Visa	4539204388217770	615	17-May
Visa	4532437476456850	857	19-Oct
MasterCard	5456559839566100	346	19-Feb
Visa	4916152389299680	229	17-Aug
Visa	4539153881425490	725	15-Sep
MasterCard	5527517093762770	614	17-Apr
Visa	4539185171183140	925	18-Dec
Visa	4539079152634530	949	18-Nov
MasterCard	5344391984225530	992	18-Jan
MasterCard	5284062668723460	480	18-Apr
Visa	4539884690282430	122	16-Oct
Visa	4532222182564370	634	17-Sep
MasterCard	5530292239252090	87	19-Sep
Visa	4929231522807470	813	19-Aug
MasterCard	5507174060983620	114	18-Aug
MasterCard	5175467633052200	362	18-Aug
MasterCard	5590030571844270	949	17-Aug
MasterCard	5435967178919980	445	18-Mar
MasterCard	5196821666784220	600	15-Aug
MasterCard	5203240128519600	520	18-Jul
Visa	4716843849394690	416	17-Feb
MasterCard	5205333685700310	105	15-Nov
Visa	4556812614290770	954	16-May
Visa	4539063921015010	45	16-Sep
Visa	4485194506662520	788	15-Mar
MasterCard	5322661515951020	871	16-Mar
Visa	4929087857871940	638	18-Aug
Visa	4929051597837990	281	18-Jul
Visa	4716025873358660	386	19-Sep
Visa	4916850328822190	56	16-Mar
Visa	4556005429764330	254	16-Nov
Visa	4929864122109990	324	18-Sep
MasterCard	5414261340596070	426	18-Oct
MasterCard	5419182040697070	324	19-Sep
MasterCard	5417672620998910	105	18-Jul
Visa	4532202625658420	559	18-May
MasterCard	5425847205370700	255	15-Mar
MasterCard	5569426608380540	609	19-May
Visa	4532277213136710	875	19-Jun
Visa	4532916092105650	271	19-Dec
MasterCard	5187496526217260	998	17-May
MasterCard	5467784013878260	86	19-Jun
MasterCard	5393003383623630	139	15-Apr
Visa	4916457812737430	281	15-Oct
Visa	4556448474068420	22	16-Jun
Visa	4556401665206240	449	16-Oct
Visa	4539134909498010	769	17-Jun
MasterCard	5570973277837000	505	17-Mar
Visa	4539652377760910	771	18-Dec
Visa	4485474007608330	389	16-Mar
MasterCard	5180271787764580	63	16-Jun
Visa	4532742483091610	207	19-Jul
MasterCard	5469755695140090	469	18-Oct
MasterCard	5519784572614830	144	18-Aug
MasterCard	5538351816222880	235	17-Mar
MasterCard	5426623234124280	456	15-Jul
MasterCard	5330047777676310	135	18-Aug
Visa	4929576746842370	245	17-Jan
MasterCard	5594950377246620	360	16-Apr
MasterCard	5386193150867750	941	16-Mar
Visa	4929204441137470	293	17-Dec
MasterCard	5437601547793350	404	19-Jun
Visa	4539259467644350	477	15-Feb
MasterCard	5422593166159210	41	19-Oct
Visa	4532960301512320	8	15-Dec
MasterCard	5521918269838350	922	15-Nov
Visa	4716980840907110	801	15-Sep
MasterCard	5203165005964340	934	18-Jan
Visa	4485625994712240	774	18-Sep
Visa	4532006261747630	95	15-Aug
MasterCard	5577026781195880	964	15-Feb
Visa	4556993744770570	242	15-Jun
MasterCard	5460708324255060	621	18-May
MasterCard	5444552285959370	860	16-Jul
MasterCard	5399417166728440	637	16-Sep
MasterCard	5353797642017760	804	16-Sep
MasterCard	5210890226601240	290	19-Jun
Visa	4539603551999870	439	16-May
Visa	4716716717948760	345	19-Oct
MasterCard	5140200834970620	734	16-May
Visa	4556989806387950	687	15-Mar
MasterCard	5179232538986290	685	18-Feb
MasterCard	5260217596684570	584	17-Jun
Visa	4916910757892600	319	15-Apr
MasterCard	5283204030384300	634	17-Feb
Visa	4532621554231030	967	16-May
MasterCard	5368360392087680	727	15-Sep
MasterCard	5234987518836760	510	15-Apr
MasterCard	5464499036711250	465	16-Mar
MasterCard	5145275063205260	231	16-Apr
Visa	4929866592594670	56	18-Nov
MasterCard	5457389035406110	795	19-Sep
MasterCard	5528344366387590	97	19-Aug
Visa	4485820507233740	816	15-Jun
MasterCard	5441875484135380	156	16-Aug
Visa	4929425418444170	97	19-Mar
MasterCard	5208547657830480	348	16-Sep
Visa	4485126115346970	383	17-Jun
Visa	4539177213804790	847	15-Jul
MasterCard	5590627124593890	9	19-Mar
Visa	4532249236658220	381	16-Apr
Visa	4716224566278940	363	19-Jan
Visa	4556369515818070	185	17-Oct
MasterCard	5412962044662410	6	17-Dec
MasterCard	5477890452659520	378	16-Aug
Visa	4556283261193060	564	17-Feb
MasterCard	5238800358413030	41	18-Aug
Visa	4716423801929860	221	15-Aug
Visa	4485449087074930	336	18-Jan
Visa	4532496016429490	919	17-Dec
MasterCard	5357607426494240	956	17-Sep
Visa	4716700526476370	217	17-May
Visa	4532546064747070	449	16-Apr
Visa	4556878755547390	456	15-Nov
Visa	4929206666641350	379	15-Aug
Visa	4485487303537850	924	18-May
MasterCard	5406380335054500	738	17-Mar
MasterCard	5408167965209570	115	16-Aug
Visa	4539198762729690	400	18-Jan
MasterCard	5442136595245200	149	18-Sep
Visa	4716426708109160	135	15-Sep
Visa	4916550629669570	715	18-Oct
Visa	4556503381864750	116	15-Jan
MasterCard	5113708027112190	472	15-Apr
Visa	4716656041723600	906	19-Jan
MasterCard	5314355459447990	490	16-Jul
MasterCard	5590952273658620	544	15-Dec
Visa	4929869565779320	258	15-Aug
Visa	4539396033970760	373	18-Sep
MasterCard	5538015355605040	847	17-Jun
Visa	4716544982195150	94	19-Jan
Visa	4716701506334580	601	15-Jan
MasterCard	5145364602682320	782	19-Jul
Visa	4929280399433610	581	16-Sep
Visa	4916532576243160	372	16-Sep
MasterCard	5190976796585320	729	17-Dec
Visa	4556595784698290	87	18-Feb
MasterCard	5527355582226300	1	17-Apr
Visa	4556564819160010	680	19-Jul
MasterCard	5548740708926900	877	17-Aug
Visa	4485935575698670	804	16-Aug
Visa	4716417650589210	533	16-Feb
Visa	4916005977303680	419	19-May
Visa	4556147272231630	361	19-Sep
MasterCard	5125932318212510	543	17-Dec
Visa	4929717429410870	338	15-Apr
MasterCard	5104531613144290	952	18-Apr
Visa	4929626569243670	933	19-Dec
Visa	4929879297909960	688	17-Nov
Visa	4929945169946190	221	18-Feb
MasterCard	5504909312397490	509	17-Feb
Visa	4532407062457100	649	16-Sep
Visa	4539208294277670	200	16-May
MasterCard	5148387590543930	460	19-Nov
MasterCard	5418452216392720	864	17-Feb
Visa	4716158094651430	239	15-Jan
Visa	4539217486557550	992	19-Jun
Visa	4532865592047720	775	15-Sep
MasterCard	5372537401439880	360	18-Sep
MasterCard	5455942637553040	182	19-Feb
MasterCard	5136864821911640	810	15-May
MasterCard	5275791875114710	183	17-Apr
MasterCard	5481393168799310	170	16-Mar
MasterCard	5294730834209260	100	18-Mar
MasterCard	5310289883593390	880	15-Nov
Visa	4539261599645710	645	15-May
Visa	4539143814005790	402	16-Aug
MasterCard	5186581157895180	27	17-Feb
Visa	4929608886299210	36	15-Apr
Visa	4716558065694410	826	18-May
MasterCard	5231678006745880	977	18-May
Visa	4929121941369720	509	16-Dec
MasterCard	5474202919434880	660	16-Jul
Visa	4485942516747270	294	18-Jun
MasterCard	5105145391651210	705	19-Mar
MasterCard	5411672770666230	716	19-Jun
MasterCard	5441527842442970	197	19-Jun
Visa	4539002112916300	168	17-Feb
MasterCard	5127464255514540	96	19-Jan
MasterCard	5443581870063410	676	19-Jul
Visa	4539378928754440	843	19-Aug
MasterCard	5233943246198220	952	15-Feb
Visa	4929762345055800	555	16-Nov
Visa	4929244211903000	120	19-Sep
MasterCard	5177058025281000	701	19-Oct
MasterCard	5589413698918530	293	15-Oct
MasterCard	5410442743968230	437	16-Aug
Visa	4916827965456340	774	19-Dec
MasterCard	5494486485948630	417	15-Jan
Visa	4716372886540530	105	19-Dec
Visa	4716941424857310	244	17-Mar
Visa	4485774418843470	387	15-Jul
Visa	4916552110154960	913	16-Apr
Visa	4929548888452110	895	17-Sep
MasterCard	5448386547606240	526	16-Oct
MasterCard	5525973354368390	649	17-Mar
Visa	4716437885054310	936	19-Sep
MasterCard	5386484151175660	287	19-May
Visa	4929454228568060	896	15-Mar
MasterCard	5544532925484770	745	15-Apr
MasterCard	5294496232960100	881	16-May
MasterCard	5495735917908530	665	19-Apr
Visa	4532331451192040	812	19-May
Visa	4556760966587320	931	17-Oct
MasterCard	5565637945266380	80	19-Nov
Visa	4716719605769140	552	18-Sep
MasterCard	5229067808678040	742	19-Sep
Visa	4556837746493180	941	18-Sep
Visa	4556113315595230	519	17-Dec
Visa	4532933693345440	307	17-Jun
Visa	4716448410562600	317	19-Jun
MasterCard	5287290097013480	721	15-Jun
Visa	4485679431572590	430	17-Aug
MasterCard	5349038801367360	652	15-Aug
MasterCard	5452186422641890	74	16-Jul
MasterCard	5330184606332020	42	16-Feb
Visa	4929953369080740	761	16-Jul
Visa	4556018852280640	932	18-Jan
MasterCard	5548400897531960	719	16-Aug
Visa	4485081053460020	244	17-Sep
Visa	4485957264817840	253	19-Jan
MasterCard	5417968855344260	634	15-Mar
Visa	4929296085940250	771	19-Sep
MasterCard	5591289367874150	813	18-Nov
Visa	4485981717223650	630	17-Jul
Visa	4532007958995340	192	16-Jan
MasterCard	5423109413898600	160	15-Dec
MasterCard	5323707695522220	946	19-Nov
MasterCard	5423477150035580	19	16-Dec
MasterCard	5290841386075880	963	15-Apr
Visa	4485525947876690	862	18-Nov
MasterCard	5507473521286890	992	16-Feb
MasterCard	5436170770362060	562	18-Dec
Visa	4532436839309360	264	16-Jun
MasterCard	5209347240990080	82	15-Oct
MasterCard	5428196971534080	370	15-Jul
Visa	4716347227772240	714	15-Sep
Visa	4539807404231210	149	17-Jun
Visa	4539199227815050	228	19-Apr
MasterCard	5379290824925450	27	17-Sep
